anio,municipio_id,municipio_nombre,promocion_efectiva_primaria,promocion_efectiva_secundaria,repitencia_primaria,repitencia_secundaria,reinscripcion_primaria,reinscripcion_secundaria,abandono_interanual_primaria,abandono_interanual_secundaria,alumnos_promovidos_primaria,alumnos_promovidos_secundaria,alumnos_no_promovidos_primaria,alumnos_no_promovidos_secundaria,salidos_sin_pase_primaria,salidos_sin_pase_secundaria,salidos_con_pase_primaria,salidos_con_pase_secundaria,sobreedad_primaria,sobreedad_secundaria,sobreedad_avanzada_primaria,sobreedad_avanzada_secundaria
2016,6525,Marcos Paz,98.71,75.5,2.03,15.08,0.04,2.29,-0.78,7.14,98.2,81.16,1.8,18.84,0.16,2.38,5.22,5.29,5.06,33.27,0.72,12.2
2017,6525,Marcos Paz,95.37,77.91,2.9,14.26,0.04,2.14,1.69,5.69,98.43,85.09,1.57,14.91,0.24,1.85,5.0,4.88,5.35,33.35,0.74,13.47
2018,6525,Marcos Paz,96.06,80.81,3.39,12.39,0.1,0.55,0.45,6.24,97.45,82.57,2.55,17.43,0.07,0.55,5.98,3.77,6.31,32.46,1.19,12.74
2019,6525,Marcos Paz,96.68,83.54,2.96,11.84,0.01,0.64,0.35,3.97,97.38,83.88,2.62,16.12,0.12,0.31,4.62,3.76,4.82,30.94,0.63,11.92
2020,6525,Marcos Paz,99.39,99.25,0.04,0.03,0.0,0.18,0.57,0.54,100.0,98.18,0.0,1.82,0.01,0.06,4.89,3.76,4.61,29.68,0.75,12.11
2021,6525,Marcos Paz,97.03,88.33,3.61,8.21,0.08,1.03,-0.71,2.43,98.52,88.91,1.48,11.09,0.1,0.04,2.6,0.87,4.8,27.38,0.8,10.47
2022,6525,Marcos Paz,96.38,86.2,2.97,10.03,0.66,0.48,0.0,3.3,98.78,85.46,1.22,14.54,0.1,0.19,3.78,2.43,5.89,24.37,0.99,9.21
2012,6532,Mercedes,95.98,77.89,2.61,13.19,0.13,0.87,1.28,8.05,97.19,77.92,2.81,22.08,0.29,3.18,3.55,5.35,14.43,35.59,3.61,14.58
2013,6532,Mercedes,98.25,78.49,1.7,11.75,0.04,1.3,0.0,8.45,98.45,78.82,1.55,21.18,0.3,2.18,4.14,4.93,13.56,32.84,3.33,14.91
2014,6532,Mercedes,96.94,81.1,2.8,10.75,0.09,1.65,0.16,6.5,98.4,77.84,1.6,22.16,0.26,1.72,3.8,5.85,11.73,32.28,2.72,13.33
2015,6532,Mercedes,96.8,81.33,2.63,11.94,0.07,1.24,0.5,5.49,97.47,75.61,2.53,24.39,0.13,0.57,3.72,4.04,10.03,31.71,1.95,12.6
2016,6532,Mercedes,94.16,79.39,5.39,13.08,0.35,2.21,0.09,5.32,95.99,73.5,4.01,26.5,0.13,0.88,3.6,4.53,8.73,30.39,1.96,12.65
2017,6532,Mercedes,94.1,80.93,4.39,14.15,0.28,2.83,1.23,2.09,97.24,77.96,2.76,22.04,0.19,0.21,3.0,4.85,9.59,30.42,2.22,12.4
2018,6532,Mercedes,93.84,84.74,4.3,11.74,0.39,2.25,1.46,1.27,97.75,78.66,2.25,21.34,0.02,0.37,4.5,5.37,11.83,32.61,2.32,14.89
2019,6532,Mercedes,95.09,86.62,3.87,10.48,0.73,0.8,0.31,2.1,97.77,80.37,2.23,19.63,0.04,0.63,3.54,4.82,8.6,29.27,2.29,12.4
2020,6532,Mercedes,100.15,99.65,0.18,0.08,0.28,0.08,-0.61,0.2,100.0,98.87,0.0,1.13,0.01,0.08,3.18,4.01,6.64,29.0,1.69,12.81
2021,6532,Mercedes,93.35,89.69,5.61,6.78,0.37,0.1,0.66,3.43,96.74,88.63,3.26,11.37,0.0,0.19,1.07,1.31,5.14,31.51,1.3,11.89
2022,6532,Mercedes,95.35,89.01,4.22,7.87,0.06,0.72,0.36,2.4,96.21,85.0,3.79,15.0,0.0,0.19,2.58,4.58,7.43,29.94,1.53,12.03
2012,6539,Merlo,96.66,75.69,2.48,12.64,0.15,1.8,0.71,9.86,97.37,74.1,2.63,25.9,0.37,3.25,4.22,3.82,13.79,41.06,4.25,18.13
2013,6539,Merlo,97.5,77.66,1.88,12.39,0.09,2.44,0.53,7.51,98.34,77.36,1.66,22.64,0.29,3.2,3.59,4.36,11.96,38.55,3.48,16.74
2014,6539,Merlo,96.89,79.38,2.14,10.98,0.15,1.13,0.83,8.5,97.8,77.99,2.2,22.01,0.35,2.71,3.41,4.28,9.77,37.24,2.63,15.73
2015,6539,Merlo,97.44,79.63,2.4,12.05,0.08,1.73,0.09,6.6,97.5,79.33,2.5,20.67,0.26,2.7,3.99,4.25,8.74,36.25,2.21,15.28
2016,6539,Merlo,94.75,79.11,4.56,12.99,0.12,2.85,0.57,5.06,96.36,78.91,3.64,21.09,0.17,3.13,3.24,4.68,8.27,35.71,1.88,16.12
2017,6539,Merlo,95.14,80.6,4.24,11.21,0.1,1.51,0.52,6.69,96.42,80.64,3.58,19.36,0.16,2.73,3.37,3.38,8.57,33.61,2.15,14.51
2018,6539,Merlo,94.81,82.08,4.34,12.06,0.03,1.43,0.81,4.43,96.73,80.94,3.27,19.06,0.15,2.09,3.23,3.57,8.85,32.36,2.21,13.61
2019,6539,Merlo,95.4,83.16,4.11,10.69,0.11,1.13,0.38,5.02,96.78,85.25,3.22,14.75,0.07,1.71,3.41,3.22,8.43,31.88,2.25,13.54
2020,6539,Merlo,99.53,98.49,0.03,0.02,0.1,0.22,0.34,1.28,99.97,98.08,0.03,1.92,0.04,0.23,3.41,3.19,8.0,27.62,1.98,10.5
2021,6539,Merlo,95.02,90.38,4.79,6.34,0.12,0.68,0.07,2.61,96.09,92.56,3.91,7.44,0.04,0.23,1.63,1.14,6.13,23.1,1.67,8.31
2022,6539,Merlo,95.23,89.05,4.22,6.1,0.04,1.51,0.52,3.35,95.96,89.07,4.04,10.93,0.04,0.26,3.32,2.21,7.34,20.93,1.69,6.59
2012,6547,Monte,97.63,78.68,2.74,12.51,0.42,1.82,-0.79,7.0,97.97,82.96,2.03,17.04,0.12,5.75,4.06,5.16,11.83,31.68,3.74,14.55
2013,6547,Monte,97.64,81.3,1.5,9.3,0.08,2.27,0.77,7.13,99.02,86.79,0.98,13.21,0.04,3.82,3.83,3.89,11.67,31.8,2.85,14.95
2014,6547,Monte,97.92,78.94,1.79,10.9,0.45,4.43,-0.16,5.74,98.61,87.31,1.39,12.69,0.35,2.54,4.22,3.98,9.64,31.6,2.03,12.3
2015,6547,Monte,97.63,86.04,2.45,7.34,0.08,0.42,-0.16,6.2,97.86,84.74,2.14,15.26,0.04,2.63,4.47,5.08,7.35,29.43,1.43,10.83
2016,6547,Monte,94.02,80.29,4.79,13.34,0.0,3.78,1.19,2.59,96.52,84.81,3.48,15.19,0.4,0.59,3.22,3.75,6.61,29.27,0.95,11.3
2017,6547,Monte,96.66,82.11,3.34,11.68,0.0,2.66,0.0,3.56,97.61,84.94,2.39,15.06,0.13,1.57,4.5,3.39,6.76,29.24,1.37,11.53
2018,6547,Monte,95.77,84.43,3.19,12.75,0.27,0.83,0.77,1.99,99.29,88.08,0.71,11.92,0.0,0.71,3.96,4.56,4.65,28.78,0.38,10.99
2019,6547,Monte,98.52,91.42,1.99,7.1,0.0,1.7,-0.51,-0.22,98.94,92.51,1.06,7.49,0.0,1.39,3.32,5.25,3.78,24.31,0.23,9.52
2020,6547,Monte,99.96,100.82,0.34,0.09,0.0,0.56,-0.31,-1.48,100.0,98.75,0.0,1.25,0.04,0.0,1.65,5.9,2.1,15.76,0.04,4.69
2021,6547,Monte,98.72,92.18,1.35,5.56,0.04,0.0,-0.11,2.25,99.44,90.98,0.56,9.02,0.0,0.04,1.1,0.73,2.82,18.66,0.38,5.44
2022,6547,Monte,99.49,92.66,0.58,6.94,0.0,0.08,-0.08,0.31,99.42,87.34,0.58,12.66,0.11,0.19,2.39,3.93,2.3,19.18,0.19,6.16
2012,6553,Monte Hermoso,100.73,79.27,2.48,10.98,0.0,3.14,-3.21,6.62,96.95,80.67,3.05,19.33,0.27,4.44,4.95,5.8,16.33,45.3,4.81,23.87
2013,6553,Monte Hermoso,99.86,76.52,0.83,10.98,0.0,2.36,-0.69,10.14,98.6,81.79,1.4,18.21,0.0,3.87,5.35,7.07,15.03,40.2,3.45,19.93
2014,6553,Monte Hermoso,102.31,79.15,0.41,11.79,0.0,2.22,-2.71,6.84,99.59,83.18,0.41,16.82,0.0,4.13,5.32,9.44,10.58,38.63,2.17,19.32
2015,6553,Monte Hermoso,99.33,79.83,1.88,10.59,0.0,0.0,-1.21,9.58,97.97,81.2,2.03,18.8,0.13,4.63,6.73,10.81,8.31,35.46,1.61,17.31
2016,6553,Monte Hermoso,92.14,90.49,6.39,9.85,0.0,0.17,1.46,-0.51,96.07,80.68,3.93,19.32,0.13,0.31,4.15,4.47,9.32,34.13,1.73,12.9
2017,6553,Monte Hermoso,97.37,81.73,2.11,13.47,0.0,0.15,0.53,4.64,97.45,77.25,2.55,22.75,0.13,1.28,5.74,7.7,9.87,37.93,1.45,16.87
2018,6553,Monte Hermoso,96.1,91.6,4.81,11.3,0.0,5.19,-0.91,-8.09,94.52,79.35,5.48,20.65,0.0,0.72,6.05,11.55,5.59,38.17,0.26,15.11
2019,6553,Monte Hermoso,95.06,91.3,4.55,6.79,0.0,2.45,0.39,-0.54,98.3,84.13,1.7,15.87,0.12,0.52,6.24,6.03,8.71,40.22,1.17,17.66
2020,6553,Monte Hermoso,98.13,98.2,0.0,0.0,0.0,0.26,1.88,1.54,100.0,97.93,0.0,2.07,0.0,0.51,4.49,6.65,10.5,28.44,0.75,12.61
2021,6553,Monte Hermoso,93.07,97.91,6.8,3.69,0.0,0.74,0.13,-2.34,92.94,91.06,7.06,8.94,0.0,0.23,1.98,1.65,6.3,31.9,0.25,12.56
2022,6553,Monte Hermoso,95.8,95.15,7.54,5.33,0.0,0.12,-3.34,-0.61,94.27,87.21,5.73,12.79,0.23,2.13,8.0,4.32,12.24,21.33,0.25,4.73
2012,6560,Moreno,96.48,79.11,3.34,10.62,0.4,1.8,-0.23,8.47,96.38,77.14,3.62,22.86,0.7,2.19,4.18,4.61,16.59,39.26,5.1,17.49
2013,6560,Moreno,96.81,79.81,2.66,10.43,0.32,1.39,0.2,8.36,97.45,79.37,2.55,20.63,0.57,2.24,4.38,4.54,14.24,38.22,4.41,16.17
2014,6560,Moreno,96.39,83.45,2.82,8.48,0.18,1.55,0.61,6.52,97.21,81.51,2.79,18.49,0.43,1.42,4.41,3.93,12.38,36.85,3.8,14.71
2015,6560,Moreno,95.8,82.95,3.91,8.8,0.26,1.51,0.03,6.74,96.06,80.91,3.94,19.09,0.44,1.52,3.56,3.74,11.87,34.63,3.4,13.78
2016,6560,Moreno,92.28,80.59,5.6,11.53,0.49,2.01,1.63,5.87,94.9,80.67,5.1,19.33,0.68,1.31,3.62,3.94,11.14,32.87,3.32,13.25
2017,6560,Moreno,93.05,82.19,5.22,11.19,0.18,1.46,1.55,5.16,95.6,82.65,4.4,17.35,0.43,1.22,3.97,4.02,11.29,32.4,3.37,12.26
2018,6560,Moreno,93.85,88.35,4.06,6.37,0.17,1.14,1.92,4.13,97.72,89.08,2.28,10.92,0.28,0.49,4.57,3.9,11.43,31.55,3.36,11.98
2019,6560,Moreno,95.46,87.49,4.01,8.09,0.2,1.0,0.34,3.42,96.38,87.7,3.62,12.3,0.45,0.71,3.87,3.52,9.56,28.61,2.65,10.91
2020,6560,Moreno,99.63,99.44,0.05,0.05,0.01,0.15,0.31,0.36,99.94,97.68,0.06,2.32,0.13,0.22,4.54,3.67,8.42,26.41,2.2,9.41
2021,6560,Moreno,95.58,90.31,4.49,4.9,0.14,0.37,-0.2,4.42,96.33,93.32,3.67,6.68,0.19,0.31,2.15,1.51,5.73,23.03,1.5,8.09
2022,6560,Moreno,95.67,91.05,4.26,5.02,0.07,0.35,-0.01,3.58,96.09,92.24,3.91,7.76,0.2,0.47,3.83,2.3,7.75,21.71,1.69,6.98
2012,6568,Moron,98.34,83.95,1.49,10.28,0.08,0.84,0.09,4.94,98.49,81.42,1.51,18.58,0.19,2.39,2.52,4.1,7.02,31.54,1.46,12.37
2013,6568,Moron,98.72,86.22,1.03,8.24,0.07,1.23,0.18,4.31,98.99,80.4,1.01,19.6,0.17,1.78,2.33,4.04,5.88,29.49,1.24,11.85
2014,6568,Moron,98.53,87.04,0.85,7.65,0.06,0.68,0.56,4.63,99.04,83.12,0.96,16.88,0.17,1.39,2.16,4.0,5.17,27.79,1.05,11.41
2015,6568,Moron,99.09,87.54,1.32,8.33,0.05,0.79,-0.46,3.33,98.52,83.8,1.48,16.2,0.12,0.86,2.7,3.69,4.64,26.62,0.89,10.41
2016,6568,Moron,98.05,84.36,1.98,9.72,0.04,0.92,-0.08,5.0,98.37,82.71,1.63,17.29,0.12,0.81,2.09,3.59,4.47,25.57,0.78,10.26
2017,6568,Moron,97.89,86.32,2.12,9.51,0.07,1.1,-0.09,3.07,98.61,84.34,1.39,15.66,0.14,0.51,2.7,3.99,4.7,25.64,0.82,10.48
2018,6568,Moron,97.59,87.33,2.18,9.61,0.02,0.78,0.2,2.29,98.91,86.6,1.09,13.4,0.18,0.63,2.67,3.42,4.56,24.4,0.81,10.07
2019,6568,Moron,97.95,87.66,1.99,8.74,0.02,1.07,0.04,2.54,98.88,86.35,1.12,13.65,0.13,0.6,2.38,3.9,4.28,22.32,0.73,8.93
2020,6568,Moron,99.14,98.95,0.11,0.03,0.15,0.53,0.6,0.49,99.96,97.22,0.04,2.78,0.05,0.17,2.39,3.51,3.58,20.17,0.67,7.58
2021,6568,Moron,97.43,93.5,1.72,3.83,0.16,0.11,0.68,2.56,99.06,92.41,0.94,7.59,0.11,0.62,1.08,0.76,2.99,18.94,0.48,6.65
2022,6568,Moron,97.17,92.14,1.61,4.81,0.15,0.37,1.07,2.67,98.35,89.63,1.65,10.37,0.11,0.56,2.45,2.22,2.99,15.18,0.5,5.38
2012,6574,Navarro,95.93,79.62,2.85,6.98,0.21,1.16,1.0,12.24,97.53,86.67,2.47,13.33,0.2,6.23,5.15,5.15,12.68,39.28,2.48,15.63
2013,6574,Navarro,97.2,84.21,1.82,8.02,0.21,0.44,0.78,7.33,99.03,81.38,0.97,18.62,0.38,4.42,5.86,7.42,9.96,32.08,1.82,14.79
2014,6574,Navarro,96.69,84.88,2.43,5.31,0.26,0.12,0.62,9.68,97.76,86.83,2.24,13.17,1.02,4.04,5.12,4.6,8.78,33.48,1.7,14.74
2015,6574,Navarro,97.09,85.45,3.37,9.82,0.16,0.61,-0.62,4.12,97.14,83.79,2.86,16.21,0.2,2.99,5.5,4.88,8.15,26.44,0.99,8.07
2016,6574,Navarro,94.49,87.49,4.79,8.13,0.0,0.23,0.72,4.15,96.79,89.87,3.21,10.13,0.34,2.37,4.47,4.64,8.34,28.65,1.54,7.9
2017,6574,Navarro,93.66,88.84,5.58,8.85,0.1,0.9,0.65,1.41,97.83,86.53,2.17,13.47,0.1,0.45,4.69,5.23,8.05,27.15,1.16,9.24
2018,6574,Navarro,93.94,86.93,5.32,7.83,0.3,0.94,0.45,4.3,97.79,87.04,2.21,12.96,0.0,0.33,4.85,3.62,11.48,32.38,2.34,13.18
2019,6574,Navarro,94.92,91.19,3.09,8.86,0.05,2.06,1.94,-2.11,97.25,89.06,2.75,10.94,0.0,0.05,3.98,4.2,7.32,32.65,1.59,13.92
2020,6574,Navarro,99.7,95.75,0.0,0.15,0.05,0.0,0.25,4.1,99.38,98.94,0.62,1.06,0.0,0.0,4.11,4.96,5.31,30.27,0.96,14.6
2021,6574,Navarro,94.93,89.47,4.26,8.07,0.0,2.17,0.8,0.29,97.76,90.29,2.24,9.71,0.05,0.1,0.91,1.67,4.37,26.28,1.35,11.11
2022,6574,Navarro,96.26,84.3,2.88,12.32,0.05,7.54,0.81,-4.15,97.51,81.89,2.49,18.11,0.0,0.0,2.66,3.66,5.9,26.3,1.26,9.55
2012,6581,Necochea,96.7,75.68,2.36,14.89,0.25,2.32,0.69,7.11,97.99,72.05,2.01,27.95,0.22,1.77,4.58,4.34,12.71,39.6,2.9,19.84
2013,6581,Necochea,98.43,74.89,1.41,15.56,0.03,2.26,0.13,7.29,98.87,72.3,1.13,27.7,0.14,2.09,4.36,4.28,11.17,36.74,2.43,18.03
2014,6581,Necochea,97.5,77.28,1.69,13.16,0.0,1.66,0.81,7.9,98.68,78.12,1.32,21.88,0.0,1.48,5.43,5.19,8.34,38.77,1.64,18.12
2015,6581,Necochea,97.51,78.46,1.96,13.53,0.08,2.02,0.44,6.0,98.12,78.03,1.88,21.97,0.01,1.77,4.91,4.27,7.39,35.53,1.51,16.69
2016,6581,Necochea,96.43,76.79,3.34,13.82,0.09,5.33,0.14,4.06,97.43,77.2,2.57,22.8,0.0,1.45,4.81,4.68,7.32,33.39,1.38,15.57
2017,6581,Necochea,94.4,80.28,3.89,14.11,0.04,1.2,1.67,4.4,97.36,80.07,2.64,19.93,0.0,1.5,4.25,3.65,7.17,33.48,1.03,14.95
2018,6581,Necochea,95.33,80.72,4.33,13.73,0.04,1.57,0.3,3.98,97.57,81.12,2.43,18.88,0.0,1.71,4.13,3.48,7.03,32.5,1.31,14.03
2019,6581,Necochea,95.71,84.27,3.54,13.01,0.02,1.75,0.73,0.97,97.25,81.42,2.75,18.58,0.01,1.65,3.42,3.21,7.2,31.12,1.39,13.46
2020,6581,Necochea,99.95,100.31,0.16,0.05,0.0,0.71,-0.11,-1.08,100.0,98.02,0.0,1.98,0.0,0.13,3.05,3.34,7.03,28.75,1.46,12.25
2021,6581,Necochea,96.65,88.61,2.96,6.66,0.05,1.55,0.34,3.18,98.52,88.34,1.48,11.66,0.03,1.0,1.12,1.21,5.8,21.23,1.24,8.78
2022,6581,Necochea,97.53,85.28,2.33,9.01,0.06,0.91,0.08,4.8,97.92,84.08,2.08,15.92,0.01,0.5,2.45,3.37,5.52,23.71,0.99,8.09
2012,6588,9 de Julio,98.25,80.21,1.41,11.94,0.12,1.49,0.22,6.36,99.1,81.45,0.9,18.55,0.02,2.42,3.1,5.14,6.87,30.18,1.39,12.04
2013,6588,9 de Julio,98.92,82.19,1.3,11.13,0.02,1.6,-0.24,5.07,98.31,79.56,1.69,20.44,0.06,4.12,4.16,4.84,5.63,28.77,1.04,11.59
2014,6588,9 de Julio,98.19,80.97,1.66,10.18,0.16,1.32,-0.02,7.54,98.65,81.51,1.35,18.49,0.02,5.89,3.51,5.35,5.56,30.83,1.06,13.98
2015,6588,9 de Julio,97.31,79.69,1.95,10.62,0.2,0.82,0.54,8.87,98.8,77.76,1.2,22.24,0.1,3.35,4.59,4.85,5.13,29.43,0.84,12.52
2016,6588,9 de Julio,96.97,78.04,2.69,13.57,0.0,0.38,0.34,8.01,98.27,75.79,1.73,24.21,0.04,2.38,4.7,5.28,5.49,27.55,0.79,11.69
2017,6588,9 de Julio,96.67,81.65,3.35,12.72,0.0,0.49,-0.02,5.14,97.4,79.93,2.6,20.07,0.0,3.04,3.77,5.38,3.51,27.12,0.47,10.31
2018,6588,9 de Julio,95.02,85.5,4.38,9.63,0.0,0.82,0.6,4.05,98.09,87.28,1.91,12.72,0.02,2.6,4.17,5.11,5.15,25.3,0.64,9.45
2019,6588,9 de Julio,95.24,91.75,3.06,4.08,0.0,0.04,1.7,4.13,98.81,92.51,1.19,7.49,0.02,2.77,5.23,6.25,6.04,23.92,0.72,8.18
2020,6588,9 de Julio,100.29,99.16,0.21,0.29,0.0,0.11,-0.5,0.44,100.0,98.42,0.0,1.58,0.0,0.17,5.32,6.27,4.08,20.55,0.66,6.0
2021,6588,9 de Julio,96.73,91.61,2.46,4.49,0.02,0.14,0.79,3.76,99.27,92.4,0.73,7.6,0.08,1.81,0.37,1.29,3.25,21.67,0.41,7.9
2022,6588,9 de Julio,97.96,88.85,1.59,6.51,0.12,0.14,0.33,4.5,98.43,92.21,1.57,7.79,0.04,2.16,3.02,3.41,2.79,20.04,0.31,6.55
2012,6595,Olavarria,96.84,77.45,2.37,12.9,0.42,1.78,0.37,7.87,97.41,77.89,2.59,22.11,0.15,1.47,3.49,4.92,10.35,39.23,1.87,16.72
2013,6595,Olavarria,98.14,80.66,1.78,10.75,0.14,0.41,-0.06,8.18,98.34,80.07,1.66,19.93,0.08,1.48,3.62,4.84,9.88,35.17,1.67,13.8
2014,6595,Olavarria,97.63,82.88,2.17,10.32,0.06,0.87,0.14,5.93,98.08,80.48,1.92,19.52,0.11,1.15,3.31,4.32,7.9,32.05,1.48,12.34
2015,6595,Olavarria,96.1,84.03,2.86,7.77,0.06,0.58,0.97,7.63,97.82,80.48,2.18,19.52,0.08,1.52,3.88,4.33,7.44,31.72,1.16,13.49
2016,6595,Olavarria,96.12,82.16,3.54,10.64,0.04,1.35,0.31,5.86,97.36,81.36,2.64,18.64,0.09,0.85,3.78,3.71,7.36,30.77,1.46,12.21
2017,6595,Olavarria,94.22,86.96,4.17,8.56,0.31,1.32,1.31,3.16,97.37,83.92,2.63,16.08,0.04,1.31,3.69,3.21,7.43,33.91,1.14,12.92
2018,6595,Olavarria,93.75,88.68,5.15,9.01,0.12,0.3,0.97,2.01,97.44,83.32,2.56,16.68,0.01,1.02,3.19,3.82,7.99,32.92,1.43,12.23
2019,6595,Olavarria,94.9,89.16,4.28,7.61,0.61,0.77,0.21,2.46,97.54,89.89,2.46,10.11,0.03,1.27,3.38,3.31,7.28,29.86,1.16,11.78
2020,6595,Olavarria,99.94,99.17,0.09,0.06,0.26,0.08,-0.28,0.69,99.98,98.92,0.02,1.08,0.02,0.25,3.02,3.29,6.91,28.21,0.98,10.65
2021,6595,Olavarria,93.4,89.56,5.46,6.41,0.33,0.17,0.82,3.86,95.47,90.96,4.53,9.04,0.03,0.7,1.09,0.9,5.59,23.69,1.01,9.4
2022,6595,Olavarria,95.0,90.43,4.5,5.73,0.54,0.84,-0.04,2.99,95.83,89.07,4.17,10.93,0.0,0.29,5.08,2.28,8.25,25.43,1.32,7.52
2012,6602,Patagones,96.58,75.12,2.47,15.54,0.86,3.26,0.1,6.08,97.47,78.23,2.53,21.77,0.28,2.21,3.07,3.98,13.77,41.99,3.58,20.97
2013,6602,Patagones,99.06,81.16,2.32,10.96,0.19,2.32,-1.58,5.56,98.09,79.56,1.91,20.44,0.0,4.36,2.34,3.34,12.17,41.52,2.55,17.9
2014,6602,Patagones,96.55,82.96,2.14,11.31,0.38,3.25,0.93,2.48,97.89,80.17,2.11,19.83,0.0,3.09,2.61,3.31,11.17,38.5,2.17,15.5
2015,6602,Patagones,96.47,81.15,3.37,11.55,0.39,3.52,-0.22,3.78,97.19,82.42,2.81,17.58,0.0,3.33,3.9,4.11,8.79,39.57,1.41,17.87
2016,6602,Patagones,94.52,81.6,5.13,12.84,1.51,3.26,-1.15,2.3,96.84,80.25,3.16,19.75,0.03,1.01,2.89,2.36,8.59,35.8,1.54,15.47
2017,6602,Patagones,94.56,83.86,4.91,13.01,0.16,5.18,0.38,-2.04,96.83,80.19,3.17,19.81,0.03,0.9,2.88,2.03,7.75,35.23,1.69,15.27
2018,6602,Patagones,95.88,83.69,4.42,10.53,0.18,4.07,-0.49,1.71,97.82,84.23,2.18,15.77,0.0,0.52,3.57,1.1,8.85,35.64,1.84,16.6
2019,6602,Patagones,96.61,84.39,3.33,11.12,0.39,2.78,-0.33,1.71,97.75,84.76,2.25,15.24,0.0,0.52,3.54,5.03,7.15,34.91,1.61,16.22
2020,6602,Patagones,99.76,101.18,0.15,0.03,0.0,1.42,0.09,-2.62,99.97,98.25,0.03,1.75,0.06,0.06,3.55,4.34,6.87,30.79,1.23,13.75
2021,6602,Patagones,98.51,86.21,1.81,9.89,0.03,0.23,-0.35,3.68,98.91,86.04,1.09,13.96,0.03,0.17,0.79,1.25,4.68,25.68,0.97,10.8
2022,6602,Patagones,98.19,87.56,1.43,11.43,0.03,0.57,0.35,0.45,98.68,83.95,1.32,16.05,0.2,0.36,2.69,2.54,4.25,29.45,0.58,10.63
2012,6609,Pehuajo,95.83,79.84,1.96,11.51,0.02,1.39,2.19,7.26,97.96,79.14,2.04,20.86,0.11,3.27,4.62,4.55,13.38,47.76,2.4,18.23
2013,6609,Pehuajo,97.51,82.13,2.16,9.25,0.19,0.5,0.14,8.12,98.17,83.42,1.83,16.58,0.07,3.68,5.4,3.58,9.95,37.71,1.77,16.44
2014,6609,Pehuajo,96.64,81.58,2.2,10.25,0.17,1.43,0.99,6.73,98.86,83.08,1.14,16.92,0.07,2.32,4.67,4.55,9.8,34.61,1.73,15.0
2015,6609,Pehuajo,97.77,84.75,2.4,8.14,0.02,2.84,-0.19,4.27,98.47,82.57,1.53,17.43,0.09,1.43,3.82,3.77,8.28,32.71,1.92,13.38
2016,6609,Pehuajo,94.97,83.57,3.9,11.92,0.0,1.57,1.13,2.93,97.19,82.89,2.81,17.11,0.21,3.16,4.02,3.74,7.25,33.11,0.87,12.86
2017,6609,Pehuajo,94.74,81.48,3.87,12.12,0.36,2.2,1.03,4.2,97.86,79.3,2.14,20.7,0.07,2.84,3.84,3.1,7.71,29.0,1.18,12.19
2018,6609,Pehuajo,96.57,93.52,3.5,7.54,0.05,0.81,-0.12,-1.87,97.77,88.77,2.23,11.23,0.05,3.13,4.28,4.35,8.77,27.18,1.45,10.62
2019,6609,Pehuajo,93.13,87.46,4.8,6.82,0.1,0.39,1.98,5.33,98.15,89.5,1.85,10.5,0.02,2.99,2.88,4.49,8.25,26.68,1.3,10.73
2020,6609,Pehuajo,100.15,101.89,0.24,0.02,0.17,0.02,-0.56,-1.94,99.98,99.11,0.02,0.89,0.07,0.12,3.54,4.78,10.28,23.83,1.22,9.71
2021,6609,Pehuajo,96.47,94.43,2.21,2.96,0.12,0.84,1.2,1.77,99.43,92.91,0.57,7.09,0.02,0.41,0.87,0.79,7.01,18.36,0.61,5.85
2022,6609,Pehuajo,98.13,91.75,0.95,4.07,0.02,1.34,0.9,2.84,99.12,90.34,0.88,9.66,0.02,1.21,2.88,3.3,4.04,20.33,0.63,7.26
2012,6616,Pellegrini,98.98,68.35,2.22,16.31,0.51,5.22,-1.71,10.11,99.13,76.38,0.87,23.62,0.0,12.09,8.62,4.61,12.63,45.51,1.54,20.07
2013,6616,Pellegrini,95.4,76.67,2.56,16.81,0.0,0.34,2.04,6.17,97.28,78.16,2.72,21.84,0.16,9.48,7.14,3.88,11.41,41.85,2.21,20.41
2014,6616,Pellegrini,98.98,75.45,1.19,14.17,0.17,2.31,-0.34,8.07,99.48,78.52,0.52,21.48,0.0,5.83,4.38,8.06,9.37,39.87,1.36,17.3
2015,6616,Pellegrini,94.16,74.3,4.3,6.63,0.17,4.64,1.37,14.43,99.48,80.98,0.52,19.02,0.0,11.36,4.32,9.13,10.65,45.94,1.89,20.56
2016,6616,Pellegrini,97.48,80.46,1.98,12.43,0.18,4.09,0.36,3.02,98.93,81.36,1.07,18.64,0.35,4.81,4.65,6.82,7.21,51.15,1.62,18.83
2017,6616,Pellegrini,100.36,82.4,3.05,14.81,0.54,3.48,-3.95,-0.7,97.34,80.04,2.66,19.96,0.33,3.21,1.23,7.13,2.67,45.3,0.18,19.34
2018,6616,Pellegrini,92.86,75.54,4.01,18.47,0.7,2.16,2.44,3.83,97.49,88.57,2.51,11.43,0.51,0.82,5.98,8.35,9.06,33.05,1.57,13.01
2019,6616,Pellegrini,96.33,78.52,3.67,11.51,0.17,3.26,-0.17,6.7,97.57,76.44,2.43,23.56,0.34,2.19,5.4,8.85,8.19,32.47,0.0,12.89
2020,6616,Pellegrini,97.22,101.33,0.0,0.0,0.0,0.17,2.78,-1.5,100.0,97.63,0.0,2.37,0.0,0.0,2.2,4.21,9.15,19.17,0.33,6.5
